ri_id,lead_image,ri_name,text_file,n_En,n_Fa,n_Fs,n_Fm,n_Fp,n_Fo3,n_Ca,n_Su,n_Fb,n_St,n_Pr,n_Sa,n_Al,serving_size
124,20190802_153402_salmon w seaweed and mange tout salad and veg stew.jpg,salmon w seaweed and mange tout salad and veg stew,20190802_153402_salmon w seaweed and mange tout salad and veg stew.txt,85,2.29,0.51,0.88,0.58,0.0,7.97,3.36,0.54,0.57,9.95,0.81,0.0,533
125,20190706_150939_pepper ham and tomato sandwich.jpg,pepper ham and tomato sandwich,20190706_150939_pepper ham and tomato sandwich.txt,165,7.48,0.92,0.0,0.0,0.0,12.32,1.96,1.72,0.0,11.17,1.17,0.0,360
126,20190114_164824_sweet pickled shredded carrot.jpg,sweet pickled shredded carrot,20190114_164824_sweet pickled shredded carrot.txt,69,2.15,0.28,0.75,0.95,0.0,10.09,4.67,2.72,1.05,1.83,0.86,0.0,0
127,20190602_171938_egg and anchovy topped salad.jpg,egg and anchovy topped salad,20190602_171938_egg and anchovy topped salad.txt,63,3.02,0.7,1.41,0.57,0.02,6.04,2.86,1.45,0.26,3.43,0.3,0.0,700
128,20210422_153256_green leaf w potato & avocado.jpg,green leaf w potato & avocado,20210422_153256_green leaf w potato & avocado.txt,76,4.07,0.57,2.69,0.47,0.0,9.5,2.67,2.33,0.02,1.33,0.17,0.0,200
129,20200703_192724_steak w smoked mussel potatoes & octopus salad.jpg,steak w smoked mussel potatoes & octopus salad,20200703_192724_steak w smoked mussel potatoes & octopus salad.txt,151,4.98,1.56,1.67,0.51,0.0,8.51,2.7,0.61,0.05,11.09,0.46,3.72,580
130,20190907_143129_salmon w cucumber and ginger salad.jpg,salmon w cucumber and ginger salad,20190907_143129_salmon w cucumber and ginger salad.txt,87,2.99,0.62,0.83,0.7,0.0,3.53,2.32,0.45,0.15,11.74,0.48,0.0,275
131,20200609_174016_basa & prawn stir fry.jpg,basa & prawn stir fry,20200609_174016_basa & prawn stir fry.txt,138,6.79,1.12,1.0,0.63,0.0,8.84,4.68,1.02,0.19,10.93,0.59,0.0,500
132,20190507_223123_movie snacks 20200507_1.jpg,movie snacks 20200507_1,20190507_223123_movie snacks 20200507_1.txt,151,7.36,2.16,1.69,0.82,0.0,12.33,5.31,1.0,2.25,8.97,1.04,0.0,237
133,20190312_155647_beef stock and bean broth.jpg,beef stock and bean broth,20190312_155647_beef stock and bean broth.txt,35,1.53,0.71,0.31,0.11,0.0,3.78,1.0,0.94,0.17,1.42,0.78,0.0,416
134,20200502_140342_baked mash potato & tomato.jpg,baked mash potato & tomato,20200502_140342_baked mash potato & tomato.txt,143,7.08,4.4,1.8,0.28,0.0,18.7,1.4,1.87,0.0,1.97,0.15,0.0,175
135,20190525_141505_leek and cavolo nero in pea broth w minute steak.jpg,leek and cavolo nero in pea broth w minute steak,20190525_141505_leek and cavolo nero in pea broth w minute steak.txt,72,2.86,1.15,1.15,0.15,0.0,4.66,1.86,0.91,0.36,6.71,0.41,0.0,380
136,20190620_144204_perfect fillet steak.jpg,perfect fillet steak,20190620_144204_perfect fillet steak.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,20210812_155243_lsr egg & chive.jpg,lsr egg & chive,20210812_155243_lsr egg & chive.txt,156,4.72,1.4,1.73,1.09,0.21,19.89,3.09,0.89,3.51,8.0,1.1,0.0,25
138,20200314_130248_english breakfast sandwich.jpg,english breakfast sandwich,20200314_130248_english breakfast sandwich.txt,261,17.44,4.69,3.88,2.22,0.0,11.25,1.99,1.71,0.29,14.27,1.76,0.0,415
139,20210729_150454_mixed garden beans.jpg,mixed garden beans,20210729_150454_mixed garden beans.txt,84,5.93,0.84,4.07,0.69,0.0,4.98,1.67,2.16,0.0,2.05,0.31,0.0,90
140,20210812_153025_gluten free paner flour.jpg,gluten free paner flour,20210812_153025_gluten free paner flour.txt,376,5.3,0.6,1.25,2.35,0.0,67.05,6.25,8.6,33.0,15.85,0.1,0.0,0
141,20200321_120728_cabbage & beetroot w red wine.jpg,cabbage & beetroot w red wine,20200321_120728_cabbage & beetroot w red wine.txt,105,0.61,0.11,0.0,0.0,0.0,21.9,20.19,3.23,0.42,1.53,0.07,0.0,600
142,20200619_155428_pear pecan & apple salad.jpg,pear pecan & apple salad,20200619_155428_pear pecan & apple salad.txt,105,2.93,0.26,1.58,0.86,0.0,20.17,16.8,1.84,0.04,1.06,0.21,0.0,167
143,20210407_151431_roast beets & onions.jpg,roast beets & onions,20210407_151431_roast beets & onions.txt,107,5.71,1.02,3.68,0.5,0.0,11.41,5.84,3.18,2.51,2.72,0.69,0.0,183
144,20190102_172954_vegetable and tangerine salad.jpg,vegetable and tangerine salad,20190102_172954_vegetable and tangerine salad.txt,38,0.21,0.01,0.0,0.07,0,9.23,4.05,1.73,0.01,1.06,0.14,0,205
145,20190804_181505_chicken and gravyslaw w apples.jpg,chicken and gravyslaw w apples,20190804_181505_chicken and gravyslaw w apples.txt,60,1.33,0.41,0.3,0.21,0.0,7.13,2.04,0.89,0.12,4.66,0.85,0.0,550
146,20200903_215447_charcuterie yorkies ribs & fishfingers.jpg,charcuterie yorkies ribs & fishfingers,20200903_215447_charcuterie yorkies ribs & fishfingers.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,260
147,20210428_145907_leek coconut & tomato broth w seabass.jpg,leek coconut & tomato broth w seabass,20210428_145907_leek coconut & tomato broth w seabass.txt,61,3.89,2.06,1.01,0.33,0.19,2.49,1.29,0.58,0.09,4.04,0.7,0.0,574
148,20210319_150548_trout & rainbow beans.jpg,trout & rainbow beans,20210319_150548_trout & rainbow beans.txt,97,4.01,0.63,2.15,0.79,1.59,4.96,3.07,1.88,0.43,9.31,0.45,0.0,295
149,20210506_151234_cucumber & egg caesar.jpg,cucumber & egg caesar,20210506_151234_cucumber & egg caesar.txt,127,10.03,2.41,1.96,0.93,0.0,2.4,1.3,0.28,0.32,6.33,0.72,0.0,0
150,20191117_122459_mini meatball and apple naan.jpg,mini meatball and apple naan,20191117_122459_mini meatball and apple naan.txt,222,12.59,2.83,0.28,0.12,0.0,21.26,8.42,2.66,0.27,5.51,0.71,0.0,165
151,20210722_144521_broad bean soup w croutons.jpg,broad bean soup w croutons,20210722_144521_broad bean soup w croutons.txt,166,10.46,6.17,2.47,0.6,0.0,13.15,0.66,3.5,0.0,5.68,1.46,0.0,380
152,20190810_152941_ricotta cake.jpg,ricotta cake,20190810_152941_ricotta cake.txt,129,8.05,3.58,1.56,0.28,0.07,5.91,2.03,0.82,0.0,8.63,0.2,0.0,61
153,20191129_161803_pork stew w leek and courgette salad.jpg,pork stew w leek and courgette salad,20191129_161803_pork stew w leek and courgette salad.txt,85,2.31,0.81,0.77,0.49,0.0,11.96,5.1,1.47,0.0,4.85,0.66,0.0,560
154,20190717_153356_beefy mushroom gravy.jpg,beefy mushroom gravy,20190717_153356_beefy mushroom gravy.txt,35,1.03,0.28,0.03,0.15,0.0,4.97,1.21,0.79,2.3,2.16,1.0,0.0,165
155,20191218_151255_salmon tortilla & green beans.jpg,salmon tortilla & green beans,20191218_151255_salmon tortilla & green beans.txt,100,4.72,0.99,1.95,0.91,0.0,2.09,1.07,1.37,0.29,11.67,0.31,0.0,415
156,20210407_151816_salmon & mixed veg.jpg,salmon & mixed veg,20210407_151816_salmon & mixed veg.txt,93,4.02,0.75,1.92,0.61,0.0,6.11,3.65,1.77,0.85,8.15,0.72,0.0,540
157,20190620_145310_fillet steak & chips.jpg,fillet steak & chips,20190620_145310_fillet steak & chips.txt,310,21.14,6.44,5.4,0.52,0.0,14.23,0.64,1.27,0.0,13.92,0.6,0.0,410
158,20210423_163305_chicken caprese.jpg,chicken caprese,20210423_163305_chicken caprese.txt,167,11.72,4.35,5.11,1.4,0.09,2.58,1.55,0.58,0.12,12.78,0.94,0.0,202
159,20210331_151152_avocado & egg caprese salad.jpg,avocado & egg caprese salad,20210331_151152_avocado & egg caprese salad.txt,121,9.12,3.38,4.2,0.84,0.07,3.75,1.74,1.44,0.01,6.65,0.51,0.0,227
160,20190716_171006_roast lamb wrap kebab lite.jpg,roast lamb wrap kebab lite,20190716_171006_roast lamb wrap kebab lite.txt,179,7.03,2.5,1.79,0.19,0.06,21.09,7.76,2.15,0.11,7.85,0.87,0.0,336
161,20201014_134310_salted honey pecans.jpg,salted honey pecans,20201014_134310_salted honey pecans.txt,666,45.96,3.96,26.04,13.79,0.0,67.05,60.64,6.19,0.32,5.97,0.0,0.0,0
162,20191127_161339_korma w mini wrap.jpg,korma w mini wrap,20191127_161339_korma w mini wrap.txt,99,4.74,1.84,0.09,0.06,0.0,8.65,3.05,1.82,0.64,5.32,0.59,0.0,400
163,20190817_203650_movie snacks 20190817_1.jpg,movie snacks 20190817_1,20190817_203650_movie snacks 20190817_1.txt,263,17.55,9.2,4.11,1.14,2.76,0.41,0.33,0.0,0.19,25.95,2.75,0.0,62
164,20200506_190815_pe american surf & turf.jpg,pe american surf & turf,20200506_190815_pe american surf & turf.txt,334,18.75,8.43,2.18,0.29,0.06,21.77,2.45,1.75,0.0,18.66,1.98,0.0,370
165,20190308_131428_light apricot couscous.jpg,light apricot couscous,20190308_131428_light apricot couscous.txt,154,3.12,1.33,1.05,0.39,0.0,26.44,2.93,2.15,0.26,4.58,0.58,0.0,0
166,20190613_145152_chicken soup and samosa lunch.jpg,chicken soup and samosa lunch,20190613_145152_chicken soup and samosa lunch.txt,93,4.86,1.29,0.53,0.22,0.01,6.74,1.37,1.14,0.96,5.27,0.76,0.0,450
167,20200622_065841_packed lunch 20200622.jpg,packed lunch 20200622,20200622_065841_packed lunch 20200622.txt,31,1.77,0.61,0.35,0.07,0.01,2.19,0.67,0.19,0.05,1.54,1.09,0.01,650
168,20190131_180019_salt & pepper monkfish.jpg,salt & pepper monkfish,20190131_180019_salt & pepper monkfish.txt,173,9.75,0.98,0.27,0.71,0.6,5.22,0.14,0.6,3.88,15.2,0.73,0.0,230
169,20190108_181824_cauliflower california.jpg,cauliflower california,20190108_181824_cauliflower california.txt,91,2.35,0.21,1.3,0.55,0.0,16.72,13.06,2.59,0.05,2.12,0.31,0.0,364
170,20210731_132600_mixed veg w kimchi & feijoada.jpg,mixed veg w kimchi & feijoada,20210731_132600_mixed veg w kimchi & feijoada.txt,86,3.0,0.87,1.22,0.38,0.22,9.12,4.71,2.79,1.62,5.01,0.32,0.43,520
171,20210429_202847_mixed omelette & parma.jpg,mixed omelette & parma,20210429_202847_mixed omelette & parma.txt,122,6.95,2.08,3.11,1.24,0.0,2.39,1.19,0.78,0.09,12.49,1.46,0.0,235
172,20210708_163528_pork fennel & orange kofte.jpg,pork fennel & orange kofte,20210708_163528_pork fennel & orange kofte.txt,230,10.29,2.86,3.16,1.4,0.77,11.52,7.05,1.44,0.0,22.78,0.97,0.0,26
173,20190910_213802_comfort snacks 20190910.jpg,comfort snacks 20190910,20190910_213802_comfort snacks 20190910.txt,249,13.56,6.39,2.72,0.96,0.06,19.52,4.93,1.36,10.36,11.43,0.98,0.0,182
174,20190802_153221_salmon w seaweed and mange tout salad.jpg,salmon w seaweed and mange tout salad,20190802_153221_salmon w seaweed and mange tout salad.txt,86,2.17,0.49,0.75,0.62,0.0,7.76,3.49,0.23,0.17,11.18,0.84,0.0,456
175,20190109_142520_emergency broth.jpg,emergency broth,20190109_142520_emergency broth.txt,13,0.71,0.48,0.0,0.01,0.0,1.21,0.41,0.09,0.0,0.25,1.3,0.0,315
176,20191120_160413_seared mackerel fillets.jpg,seared mackerel fillets,20191120_160413_seared mackerel fillets.txt,247,17.02,3.93,6.46,3.99,18.91,0.0,0.0,0.0,0.0,21.84,1.0,0.0,66
177,20190914_000939_humous and tomato cracker.jpg,humous and tomato cracker,20190914_000939_humous and tomato cracker.txt,173,9.24,1.08,5.73,1.98,0.0,18.74,2.36,2.38,15.61,3.51,0.4,0.0,27
178,20191113_221741_mini beef balls.jpg,mini beef balls,20191113_221741_mini beef balls.txt,273,19.48,9.33,8.21,0.45,0.07,2.96,0.6,0.75,0.23,21.65,1.14,0.0,13
179,20191120_161319_mackerel & lambs lettuce w cauliflower cheese.jpg,mackerel & lambs lettuce w cauliflower cheese,20191120_161319_mackerel & lambs lettuce w cauliflower cheese.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,364
180,20200221_151053_red pepper & garlic cheese sauce.jpg,red pepper & garlic cheese sauce,20200221_151053_red pepper & garlic cheese sauce.txt,152,11.18,6.87,2.46,0.4,0.0,9.12,4.73,0.6,0.0,3.92,0.58,0.0,838
181,20200521_132702_roast beetroot.jpg,roast beetroot,20200521_132702_roast beetroot.txt,63.0,0.3,0.0,0.0,0.2,0,14.0,10.0,4.0,0,2.3,0.3,0,400
182,20200605_140917_seafood broccoli.jpg,seafood broccoli,20200605_140917_seafood broccoli.txt,53,0.66,0.2,0.05,0.08,0.01,8.81,1.53,1.64,1.27,3.46,0.65,0.0,1050
183,20190715_164810_roast lamb wrap kebab.jpg,roast lamb wrap kebab,20190715_164810_roast lamb wrap kebab.txt,190,9.96,2.84,2.52,0.32,0.06,17.45,4.63,2.5,0.14,7.91,0.55,0.0,385
184,20190814_152652_roast beef dinner.jpg,roast beef dinner,20190814_152652_roast beef dinner.txt,195,11.16,3.3,5.26,0.67,0.01,13.04,3.08,2.07,2.4,10.67,0.8,0.0,566
185,20190716_170538_herb mayo mix.jpg,herb mayo mix,20190716_170538_herb mayo mix.txt,317,26.66,2.13,0.0,0.05,0.0,17.76,14.1,0.96,0.0,1.84,5.74,0.0,19
186,20200307_150629_apple ginger.jpg,apple ginger,20200307_150629_apple ginger.txt,92,0.4,0.1,0.0,0.0,0.0,22.8,21.3,1.67,0.33,0.4,0.4,0.0,150
187,20190220_171041_chicken liver & sunchoke soup.jpg,chicken liver & sunchoke soup,20190220_171041_chicken liver & sunchoke soup.txt,79,2.76,0.88,0.42,0.47,0.0,6.05,2.32,1.24,1.44,6.96,1.18,0.0,600
188,20190613_200617_fish finger w ketchup on toast.jpg,fish finger w ketchup on toast,20190613_200617_fish finger w ketchup on toast.txt,173,8.24,0.74,1.03,0.64,0.0,18.39,2.9,2.31,0.13,6.36,0.62,0.0,127
189,20200213_152720_butter prawns in cardamom tangerine.jpg,butter prawns in cardamom tangerine,20200213_152720_butter prawns in cardamom tangerine.txt,170,8.77,5.0,2.1,0.39,0.0,8.22,6.88,0.1,0.0,14.15,1.67,0.0,63
190,20191128_172245_cod w mussels & aubergine.jpg,cod w mussels & aubergine,20191128_172245_cod w mussels & aubergine.txt,144,6.68,3.08,0.88,0.34,0.4,4.87,1.75,0.98,0.0,13.72,1.13,1.11,450
191,20190730_155512_lamb chops and home grown potatoes in herbs and butter lite.jpg,lamb chops and home grown potatoes in herbs and butter lite,20190730_155512_lamb chops and home grown potatoes in herbs and butter lite.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,20200106_163615_red cabbage and prawn slaw.jpg,red cabbage and prawn slaw,20200106_163615_red cabbage and prawn slaw.txt,105,7.71,0.7,1.09,0.21,0.0,5.46,3.57,1.57,0.18,3.62,0.74,0.0,227
193,20190714_173713_roast half lamb shoulder w garlic.jpg,roast half lamb shoulder w garlic,20190714_173713_roast half lamb shoulder w garlic.txt,466,39.27,15.16,18.03,3.26,0.15,0.82,0.08,0.23,0.74,25.98,0.31,0.0,162
194,20210721_123848_sweet pickled mint.jpg,sweet pickled mint,20210721_123848_sweet pickled mint.txt,88,0.12,0.01,0.0,0.02,0.0,21.08,18.81,0.42,0.0,0.55,0.03,0.0,0
195,20190902_150850_seabass broccoli & peppers.jpg,seabass broccoli & peppers,20190902_150850_seabass broccoli & peppers.txt,145,6.68,0.92,3.11,0.97,0.28,14.1,4.06,3.19,0.04,7.94,0.87,0.0,453
196,20200601_164609_roast pork dinner.jpg,roast pork dinner,20200601_164609_roast pork dinner.txt,116,3.94,1.31,0.85,0.38,0.0,8.65,5.59,0.83,0.82,10.78,0.58,0.0,510
197,20200505_155908_rainbow coleslaw.jpg,rainbow coleslaw,20200505_155908_rainbow coleslaw.txt,73,4.8,0.39,0.0,0.04,0.0,6.89,4.57,1.83,0.42,0.92,0.3,0.0,175
198,20190713_165236_hatchet salad.jpg,hatchet salad,20190713_165236_hatchet salad.txt,71,2.98,0.8,1.08,0.71,0.0,7.0,3.07,0.92,0.22,4.28,0.68,0.0,220
199,20190619_145022_roast trout and veg.jpg,roast trout and veg,20190619_145022_roast trout and veg.txt,86,2.59,0.64,0.7,0.59,0.0,7.81,0.23,1.17,0.1,8.49,0.45,0.0,350
200,20190614_135024_sweetheart cabbage noodle broth.jpg,sweetheart cabbage noodle broth,20190614_135024_sweetheart cabbage noodle broth.txt,36,1.47,0.68,0.26,0.1,0.01,2.94,1.27,0.72,0.48,2.59,1.05,0.0,510
201,20200311_160050_beansprout broth w egg yolk.jpg,beansprout broth w egg yolk,20200311_160050_beansprout broth w egg yolk.txt,37,1.96,0.65,0.39,0.24,0.0,2.72,1.46,0.64,0.03,2.44,1.11,0.0,530
202,20190903_205740_movie snacks 20190903.jpg,movie snacks 20190903,20190903_205740_movie snacks 20190903.txt,78,3.0,1.08,0.58,0.49,0.0,8.91,6.87,0.86,0.07,4.61,0.54,0.0,332
203,20200205_145001_mussel w leeks bacon & chips.jpg,mussel w leeks bacon & chips,20200205_145001_mussel w leeks bacon & chips.txt,110,5.65,1.65,0.61,0.22,0.0,10.77,2.3,1.38,0.07,4.32,1.08,0.0,566
204,20200521_131539_mushroom & aubergine base.jpg,mushroom & aubergine base,20200521_131539_mushroom & aubergine base.txt,113,7.19,2.45,1.44,1.79,0.0,9.84,4.14,2.84,1.56,3.84,0.26,0.0,300
205,20190728_184300_casserole base.jpg,casserole base,20190728_184300_casserole base.txt,124,5.09,0.53,0.02,0.05,0.0,15.88,3.45,1.9,1.35,1.79,0.41,1.22,300
206,20210501_195404_sat slaw.jpg,sat slaw,20210501_195404_sat slaw.txt,68,4.85,0.41,0.0,0.03,0.0,4.88,4.08,1.77,0.0,1.01,0.42,0.0,610
207,20190710_135124_thick spinach and mushroom tortilla.jpg,thick spinach and mushroom tortilla,20190710_135124_thick spinach and mushroom tortilla.txt,91,5.52,1.49,1.59,0.88,0.0,3.09,1.52,1.22,0.0,7.1,0.99,0.0,131
208,20190515_153306_smoked salmon and garlic flatbread w purple rainbow salad.jpg,smoked salmon and garlic flatbread w purple rainbow salad,20190515_153306_smoked salmon and garlic flatbread w purple rainbow salad.txt,142,7.93,1.4,1.12,0.92,5.05,10.72,3.25,1.13,0.12,6.96,0.85,0.0,360
209,20190905_095840_tomato on toast w fried egg.jpg,tomato on toast w fried egg,20190905_095840_tomato on toast w fried egg.txt,163,8.06,1.98,2.61,2.07,0.0,11.9,1.73,1.89,0.0,9.41,1.16,0.0,112
210,20210319_150228_charred onions.jpg,charred onions,20210319_150228_charred onions.txt,91,0.94,0.5,0.0,0.0,0.0,19.5,8.57,3.41,0.0,2.34,2.35,0.0,100
211,20190321_153537_salmon tikka broth with cavolo nero and lettuce.jpg,salmon tikka broth with cavolo nero and lettuce,20190321_153537_salmon tikka broth with cavolo nero and lettuce.txt,49,1.69,0.33,0.26,0.23,0.0,3.91,2.23,0.66,0.17,4.54,0.73,0.0,750
212,20200509_154537_beetroot & mint salad.jpg,beetroot & mint salad,20200509_154537_beetroot & mint salad.txt,46,0.31,0.02,0.02,0.06,0.0,10.03,8.06,1.57,0.0,1.17,0.76,0.0,139
213,20190425_150724_sea bream and green beans w beetroot and grapes.jpg,sea bream and green beans w beetroot and grapes,20190425_150724_sea bream and green beans w beetroot and grapes.txt,169,7.54,1.46,1.9,1.55,0.07,7.46,3.69,1.54,0.14,9.4,0.42,0.0,473
214,20190904_135150_red pepper and carbless lasagna.jpg,red pepper and carbless lasagna,20190904_135150_red pepper and carbless lasagna.txt,51,1.58,0.49,0.15,0.15,0.0,6.7,3.82,2.03,0.82,2.87,0.22,0.0,343
215,20210324_144115_seared sea bream fillet.jpg,seared sea bream fillet,20210324_144115_seared sea bream fillet.txt,299,19.11,3.52,5.06,5.41,0.0,0.59,0.59,0.59,0.0,31.65,1.71,0.0,68
216,20200309_171200_spring onion & coriander omelette.jpg,spring onion & coriander omelette,20200309_171200_spring onion & coriander omelette.txt,131,8.03,2.62,3.08,1.59,0.0,2.2,1.04,0.18,0.0,11.32,0.79,0.0,73
217,20210409_141416_mustard chicken & salad lite.jpg,mustard chicken & salad lite,20210409_141416_mustard chicken & salad lite.txt,118,7.71,1.55,4.42,1.06,0.0,6.37,3.01,1.04,0.27,6.28,0.74,0.0,475
218,20200312_204442_beansprout broth w tuna and egg.jpg,beansprout broth w tuna and egg,20200312_204442_beansprout broth w tuna and egg.txt,48,2.06,0.55,0.31,0.19,0.0,3.56,2.29,0.75,0.06,3.8,0.92,0.0,700
219,20200212_151545_water chestnut & courgette pancake w tuna.jpg,water chestnut & courgette pancake w tuna,20200212_151545_water chestnut & courgette pancake w tuna.txt,104,1.57,0.35,0.18,0.18,0.0,10.59,4.36,1.01,0.01,11.61,0.11,0.0,485
220,20210414_152919_seabass w tomato & mangetout salad.jpg,seabass w tomato & mangetout salad,20210414_152919_seabass w tomato & mangetout salad.txt,86,4.14,0.69,2.01,0.64,0.48,2.34,1.72,0.71,0.07,9.18,0.64,0.0,240
221,20190530_141217_citrus mustard and honey mayo.jpg,citrus mustard and honey mayo,20190530_141217_citrus mustard and honey mayo.txt,203,11.86,0.89,0.14,0.08,0.0,24.71,19.73,1.48,0.1,1.83,0.76,0.0,20
222,20210429_202618_mixed omelette w hm ketchup.jpg,mixed omelette w hm ketchup,20210429_202618_mixed omelette w hm ketchup.txt,111,6.89,1.99,3.07,1.25,0.0,2.63,1.28,0.88,0.04,9.7,1.21,0.0,209
223,20210317_160739_calamari & chicken dumplings.jpg,calamari & chicken dumplings,20210317_160739_calamari & chicken dumplings.txt,178,6.91,1.87,2.82,1.54,0.03,8.77,1.58,0.67,1.61,19.35,1.87,0.0,25
224,20210512_212026_s&p prawns w squid.jpg,s&p prawns w squid,20210512_212026_s&p prawns w squid.txt,134,7.62,1.07,5.06,0.85,0.0,6.85,2.89,1.17,1.84,9.01,1.12,0.0,440
225,20200910_141547_smooth cheese & tomato sauce.jpg,smooth cheese & tomato sauce,20200910_141547_smooth cheese & tomato sauce.txt,86,7.2,1.86,3.88,0.62,0.07,4.28,2.13,0.81,1.37,1.35,0.6,0.0,0
226,20200129_153709_seared swordfish.jpg,seared swordfish,20200129_153709_seared swordfish.txt,168,8.54,1.92,4.17,1.33,0.0,0.0,0.0,0.0,0.0,21.53,0.4,0.0,165
227,20200521_133143_orange beetroot dressing.jpg,orange beetroot dressing,20200521_133143_orange beetroot dressing.txt,105,0.33,0.02,0.07,0.07,0.0,24.76,20.88,1.92,0.0,1.32,0.11,0.0,0
228,20200505_160239_apple cabbage & carrot salad.jpg,apple cabbage & carrot salad,20200505_160239_apple cabbage & carrot salad.txt,34,0.3,0.04,0.0,0.04,0.0,7.21,4.76,1.93,0.44,0.91,0.22,0.0,165
229,20210409_141109_mustard chicken & leeks lite.jpg,mustard chicken & leeks lite,20210409_141109_mustard chicken & leeks lite.txt,146,8.55,1.95,4.45,1.29,0.0,7.92,3.32,0.91,0.43,9.38,1.1,0.0,250
230,20190331_165623_salmon goodboy.jpg,salmon goodboy,20190331_165623_salmon goodboy.txt,58,1.62,0.65,0.19,0.17,1.61,6.41,4.63,1.33,0.29,4.67,0.54,0.0,489
231,20210402_205835_avocado & purple slaw.jpg,avocado & purple slaw,20210402_205835_avocado & purple slaw.txt,79,5.55,0.74,2.3,0.47,0.0,5.25,2.74,2.55,0.02,2.95,0.49,0.0,196
232,20200528_222839_turkey stirfry chinese leaf wrap.jpg,turkey stirfry chinese leaf wrap,20200528_222839_turkey stirfry chinese leaf wrap.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,166
233,20200703_192724_yellow pepper & marsala ribeye steak.jpg,yellow pepper & marsala ribeye steak,20200703_192724_yellow pepper & marsala ribeye steak.txt,231,6.77,2.7,3.1,0.3,0.0,10.73,4.8,0.32,0.0,15.96,0.55,8.64,250
234,20190323_141144_sunchoke mushroom and cured milano sausage broth.jpg,sunchoke mushroom and cured milano sausage broth,20190323_141144_sunchoke mushroom and cured milano sausage broth.txt,44,2.01,0.61,0.71,0.18,0.0,4.93,2.62,0.69,0.05,2.16,0.68,0.0,400
235,20200213_152648_lemon tangerine cardamom jelly.jpg,lemon tangerine cardamom jelly,20200213_152648_lemon tangerine cardamom jelly.txt,129,0.19,0.01,0.01,0.0,0.0,30.68,28.87,0.44,0.0,1.93,0.01,0.0,0
236,20190424_214235_melon beetroot and steak treat.jpg,melon beetroot and steak treat,20190424_214235_melon beetroot and steak treat.txt,97,4.14,1.35,1.52,0.21,0.05,8.8,6.02,0.89,0.0,6.64,0.43,0.0,367
